 Rk,Pass Coverage Player,Pass Coverage Age,Pass Coverage Team,Pass Coverage Pos,Pass Coverage GAME,Pass Coverage GameStart,Pass Coverage Int,Pass Coverage Tgt,Pass Coverage Cmp,Pass Coverage Cmp%,Pass Coverage Yds,Pass Coverage Yds/Cmp,Pass Rush Yds/Tgt,Pass Rush TD,Pass Rush Rat,Pass Rush DADOT,Pass Rush Air,Pass Rush YAC,Tackles Bltz,Tackles Hrry,Tackles QBKD,additional Bats, Sk, Prss, Comb, MTkl, MTkl%
699,Mario Edwards,31,HOU,DT,11,0,0,0,0,0,0,0,0,0,0,1,0,1.5,3,8,0,0,EdwaMa01,,,,
700,Folorunso Fatukasi,30,HOU,DT,4,1,0,0,0,0,0,0,0,0,0,0,0,1.5,2,8,0,0,FatuFo00,,,,
701,Erick Hallett,25,DET,S,2,1,0,9,6,66.7,75,12.5,8.3,0,92.4,10.7,34,41,1,0,0,0,0,0,8,3,27.3
702,Nick Hampton,25,LAR,OLB,10,0,0,1,1,100,10,10,10,0,108.3,-4,-4,14,1,0,0,0,0,0,8,1,11.1
703,DJ Ivey,25,CIN,CB,12,0,0,4,2,50,31,15.5,7.8,0,76,17.5,4,27,0,0,0,0,0,0,8,0,0
704,Austin Johnson,31,JAX,DT,10,0,0,0,0,0,0,0,0,0,1,0,1,0,1,8,2,20,JohnAu01,,,,
705,Buddy Johnson,26,IND,LB,6,0,0,2,2,100,39,19.5,19.5,0,118.7,10.5,21,18,2,0,0,0,0,0,8,0,0
706,Patrick Johnson,27,PHI,OLB,9,0,0,4,2,50,36,18,9,1,120.8,0,3,33,2,0,1,0,1,2,8,0,0
707,Nic Jones,24,NYG,CB,12,0,0,3,2,66.7,39,19.5,13,0,109.7,21.7,35,4,0,0,0,0,0,0,8,0,0
708,Tyquan Lewis,30,IND,DE,8,0,0,2,2,100,19,9.5,9.5,0,106.2,0,0,19,0,0,0,1,3,3,8,2,20
709,Fabian Moreau,31,MIN,CB,5,0,0,6,3,50,41,13.7,6.8,0,72.2,7.7,34,7,0,0,0,0,0,0,8,0,0
710,Maema Njongmeta,24,CAR,LB,10,0,0,1,1,100,0,0,0,0,79.2,0,0,0,1,0,0,0,0,0,8,1,11.1
711,Walter Nolen,22,ARI,DL,4,0,0,0,0,0,0,0,0,0,1,2,1,1,4,8,1,11.1,NoleWa00,,,,
712,Quandarrius Robinson,24,DEN,OLB,4,0,0,0,0,0,0,0,0,6,2,0,0,0.5,3,8,1,11.1,RobiQu00,,,,
713,Ja'Sir Taylor,26,LAC,DB,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,TaylJa04,,,,
714,Jay Ward,25,MIN,S,11,1,0,2,1,50,31,31,15.5,0,95.8,31.5,31,0,0,1,0,0,0,1,8,1,11.1
715,Tre Avery,28,CLE,CB,6,0,0,3,2,66.7,42,21,14,0,109.7,17.7,36,6,0,0,0,0,0,0,7,0,0
716,Tyler Batty,26,MIN,OLB,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,12.5,BattTy00,,,,
717,Julian Blackmon,27,NOR,S,1,1,0,4,2,50,7,3.5,1.8,0,56.2,0,-4,11,0,0,0,0,0,0,7,0,0
718,Caelen Carson,23,DAL,CB,5,2,0,14,8,57.1,118,14.8,8.4,0,84.8,13.1,97,21,1,0,0,0,0,0,7,1,12.5
719,Chaz Chambliss,23,MIN,OLB,7,0,0,1,1,100,4,4,4,1,122.9,-1,-1,5,0,0,0,0,1,1,7,0,0
720,Zach Cunningham,31,DET,LB,4,0,0,1,1,100,22,22,22,0,118.7,12,12,10,0,1,0,0,0,0,7,0,0
721,Jaylan Ford,24,NOR,LB,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,12.5,FordJa02,,,,
722,Joe Giles-Harris,28,CIN,LB,5,0,0,1,0,0,0,0,0,39.6,1,0,0,0,0,0,0,0,0,7,0,0,GileJo01
723,Chauncey Golston,27,NYG,DL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,30,GolsCh00,,,,
724,Kyler Gordon,26,CHI,DB,3,1,0,5,5,100,49,9.8,9.8,1,147.1,7.8,39,10,6,0,0,0,1,1,7,0,0
725,Shaquill Griffin,30,SEA,CB,2,1,0,8,7,87.5,61,8.7,7.6,1,138,9.8,40,21,0,0,0,0,0,0,7,2,22.2
726,Hassan Haskins,26,LAC,RB,7,0,0,1,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,7,0,0,HaskHa00
727,Cedric Johnson,23,CIN,DE,4,0,0,1,1,100,10,10,10,0,108.3,6,6,4,0,2,1,0,0,3,7,0,0
728,Lonnie Johnson Jr.,30,LVR,S,3,0,0,6,5,83.3,82,16.4,13.7,1,158.3,15.2,42,40,0,0,0,0,0,0,7,3,30
729,Roschon Johnson,24,CHI,RB,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,12.5,JohnRo07,,,,
730,Jaylon Jones,23,IND,CB,4,1,0,6,4,66.7,34,8.5,5.7,0,81.2,4.8,4,30,0,0,0,0,0,0,7,1,12.5
731,Derion Kendrick,25,SEA,CB,10,0,2,12,6,50,33,5.5,2.8,0,16.7,7.8,-5,38,1,0,0,0,0,0,7,1,12.5
732,Chase Lucas,28,SFO,CB,12,0,0,10,7,70,36,5.1,3.6,1,108.7,4.4,12,24,1,0,1,0,0,1,7,3,30
733,Nnamdi Madubuike,28,BAL,DL,2,2,0,0,0,0,0,0,0,0,1,1,0,2,4,7,0,0,MaduJu00,,,,
734,Larrell Murchison,28,LAR,DE,11,0,0,0,0,0,0,0,0,1,0,0,0,2,2,7,0,0,MurcLa00,,,,
735,Jordan Phillips,33,BUF,DT,7,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,PhilJo01,,,,
736,Bo Richter,25,MIN,OLB,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,RichBo01,,,,
737,JT Tuimoloau,22,IND,DE,8,0,0,0,0,0,0,0,0,0,1,4,0,0,5,7,0,0,TuimJT00,,,,
738,Jakorian Bennett,25,PHI,CB,6,0,0,10,6,60,50,8.3,5,0,72.9,10.2,40,10,1,0,0,0,0,0,6,0,0
739,Swayze Bozeman,27,NYG,LB,5,0,0,3,2,66.7,28,14,9.3,0,96.5,3.7,11,17,1,0,0,0,0,0,6,0,0
740,Jalen Davis,29,CIN,CB,2,1,0,2,1,50,4,4,2,0,56.2,2.5,-3,7,2,0,0,0,1,1,6,1,14.3
741,Khalil Dorsey,27,DET,CB,6,0,0,1,1,100,27,27,27,1,158.3,15,15,12,1,0,0,0,0,0,6,1,14.3
742,Daniel Ekuale,31,PIT,DT,7,0,0,0,0,0,0,0,0,0,0,1,1,0,1,6,1,14.3,EkuaDa00,,,,
743,Marcus Epps,29,PHI,S,8,0,0,2,2,100,25,12.5,12.5,0,118.7,9,18,7,0,0,0,0,0,0,6,0,0
744,Leki Fotu,27,LVR,DT,5,3,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,FotuLe00,,,,
745,Ty Hamilton,23,LAR,DT,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,HamiTy00,,,,
746,Ruben Hyppolite,24,CHI,LB,7,1,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,HyppRu00,,,,
747,Ja'Marcus Ingram,28,BUF,CB,7,0,0,10,8,80,130,16.3,13,0,118.7,12.3,74,56,0,0,0,0,0,0,6,2,25
748,Javontae Jean-Baptiste,25,WAS,DE,3,0,0,1,0,0,0,0,0,39.6,4,0,0,0,0,0,0,1,1,6,0,0,JeanJa00
749,Azeez Ojulari,25,PHI,OLB,3,2,0,0,0,0,0,0,0,0,1,1,0,0,2,6,1,14.3,OjulAz00,,,,
750,T.J. Sanders,22,BUF,DT,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,SandTJ00,,,,
751,Jaylin Smith,22,HOU,CB,4,0,0,1,1,100,7,7,7,0,95.8,5,5,2,0,0,0,0,0,0,6,0,0
752,Shemar Stewart,22,CIN,DE,5,4,0,0,0,0,0,0,0,0,2,1,0,0,3,6,2,25,StewSh00,,,,
753,Qwan'tez Stiggers,23,NYJ,CB,10,1,0,2,0,0,19,9.5,0,66.7,27.5,10,9,0,0,0,0,0,0,6,0,0,StigQw00
754,Keith Taylor,27,ATL,CB,2,0,0,6,4,66.7,56,14,9.3,0,96.5,12.7,43,13,0,0,0,0,0,0,6,0,0
755,Shemar Turner,22,CHI,DL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,14.3,TurnSh00,,,,
756,Markees Watts,26,TAM,OLB,9,0,0,1,1,100,15,15,15,0,118.7,-1,-1,16,1,0,0,0,0.5,1,6,2,25
757,Charles Woods,25,NWE,CB,10,0,0,3,2,66.7,31,15.5,10.3,0,100.7,2.7,13,18,0,0,0,0,0,0,6,1,14.3
758,Cameron Mitchell,24,2TM,CB,6,0,0,13,8,61.5,98,12.3,7.5,3,124.4,8.6,70,28,1,0,0,0,0,0,6,1,14.3
759,Cameron Mitchell,24,CLE,CB,2,0,0,6,4,66.7,60,15,10,3,138.9,12,49,11,0,0,0,0,0,0,1,0,0
760,Cameron Mitchell,24,IND,CB,4,0,0,7,4,57.1,38,9.5,5.4,0,72.3,5.7,21,17,1,0,0,0,0,0,5,1,16.7
761,Jaire Alexander,28,BAL,CB,2,0,0,5,5,100,116,23.2,23.2,0,118.7,17.2,86,30,0,0,0,0,0,0,5,1,16.7
762,Marcus Davenport,29,DET,DE,3,2,0,0,0,0,0,0,0,0,0,0,0,1,1,5,0,0,DaveMa00,,,,
763,Clelin Ferrell,28,SFO,DL,3,0,0,0,0,0,0,0,0,0,2,0,0,2,4,5,1,16.7,FerrCl00,,,,
764,Darren Hall,25,ARI,CB,8,0,0,2,1,50,3,3,1.5,0,56.2,6,-2,5,0,0,0,0,0,0,5,0,0
765,Michael Hall,22,CLE,DT,4,0,0,0,0,0,0,0,0,0,0,2,0,1.5,4,5,1,16.7,HallMi00,,,,
766,Mike Hilton,31,IND,CB,2,2,0,6,4,66.7,30,7.5,5,0,78.5,1.8,12,18,1,0,0,0,0,0,5,1,16.7
767,Michael Hoecht,28,BUF,DE,2,0,0,0,0,0,0,0,0,1,0,0,0,2,3,5,0,0,HoecMi00,,,,
768,Jordan Jackson,27,DEN,DL,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,JackJo06,,,,
769,Eric Johnson,27,IND,DT,8,0,0,1,1,100,-6,-6,-6,0,79.2,-8,-8,2,0,2,0,0,0,2,5,0,0
770,Dom Jones,25,CLE,CB,8,0,0,7,5,71.4,59,11.8,8.4,2,136.3,10,53,6,0,0,0,0,0,0,5,0,0
771,Tanoh Kpassagnon,31,CHI,DL,4,0,0,0,0,0,0,0,0,0,0,1,0,1,2,5,0,0,KpasTa00,,,,
772,Reuben Lowery,23,BAL,S,3,1,0,6,5,83.3,35,7,5.8,2,130.6,3.7,14,21,2,0,0,0,0,0,5,0,0
773,Smael Mondon,22,PHI,LB,12,0,0,1,1,100,34,34,34,0,118.7,25,25,9,0,0,0,0,0,0,5,0,0
774,Chad Muma,26,IND,LB,5,0,0,1,1,100,11,11,11,0,112.5,6,6,5,1,0,0,0,0,0,5,0,0
775,Omarr Norman-Lott,23,KAN,DT,5,1,0,0,0,0,0,0,0,0,2,0,0,1,3,5,0,0,NormOm00,,,,
776,C.J. Ravenell,25,TEN,DL,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,16.7,RaveCJ00,,,,
777,Demani Richardson,25,CAR,S,12,0,0,1,0,0,0,0,0,39.6,26,0,0,0,0,0,0,0,0,5,0,0,RichDe03
778,Barryn Sorrell,23,GNB,DL,11,0,0,1,1,100,14,14,14,0,118.7,9,9,5,0,1,1,0,0.5,3,5,0,0
779,Danny Striggow,23,JAX,DL,6,1,0,0,0,0,0,0,0,0,2,2,0,0.5,5,5,0,0,StriDa01,,,,
780,Garret Wallow,26,DEN,LB,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,WallGa00,,,,
781,Jonah Williams,30,NOR,DE,9,0,0,1,1,100,16,16,16,0,118.7,0,0,16,1,0,2,0,1,3,5,0,0
782,Boogie Basham,28,CAR,OLB,3,0,0,1,0,0,0,0,0,39.6,-7,0,0,1,2,0,0,0,2,4,2,33.3,BashCa00
783,Jonathan Ford,26,CHI,DL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,42.9,FordJo00,,,,
784,Elijah Garcia,27,NYG,DL,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,GarcEl00,,,,
785,B.J. Green,22,JAX,DL,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,GreeBJ00,,,,
786,Yetur Gross-Matos,27,SFO,DL,5,0,0,3,2,66.7,18,9,6,0,82.6,3.7,-6,24,0,1,1,1,0,2,4,2,33.3
787,Kamal Hadden,24,GNB,CB,6,0,0,2,2,100,12,6,6,0,91.7,1,2,10,0,0,0,0,0,0,4,1,20
788,Austin Keys,23,MIN,LB,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0,KeysAu00,,,,
789,P.J. Locke,28,DEN,S,10,0,0,1,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,4,0,0,LockPJ00
790,Jalen Mills,31,HOU,S,3,1,0,4,2,50,21,10.5,5.3,0,65.6,13.3,13,8,0,0,0,0,0,0,4,0,0
791,Mike Pennel,34,KAN,NT,4,0,0,1,1,100,0,0,0,0,79.2,-5,-5,5,0,0,0,0,0,0,4,0,0
792,Elijah Simmons,24,TAM,DL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,20,SimmEl00,,,,
793,Daniel Thomas,27,DET,S,7,0,0,1,0,0,0,0,0,39.6,22,0,0,0,0,0,0,0,0,4,0,0,ThomDa07
794,Broderick Washington Jr.,29,BAL,DL,3,1,0,1,0,0,0,0,0,39.6,-3,0,0,0,0,0,1,0,0,4,0,0,WashBr01
795,Trey Washington,23,IND,S,4,0,0,1,1,100,9,9,9,0,104.2,7,7,2,0,0,0,0,0,0,4,1,20
796,Deatrich Wise Jr.,31,WAS,DE,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,WiseDe00,,,,
797,Samuel Womack,26,TEN,CB,5,1,0,6,3,50,33,11,5.5,1,106.2,14.7,26,7,0,0,0,0,0,0,4,0,0
798,Denico Autry,35,HOU,DE,6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,0,AutrDe00,,,,
799,Chris Board,30,NYG,LB,2,0,0,1,1,100,3,3,3,0,79.2,1,1,2,0,0,0,0,0,0,3,0,0
800,Vernon Broughton,24,NOR,DT,1,0,0,1,1,100,11,11,11,0,112.5,-3,-3,14,0,0,0,0,0,0,3,0,0
801,Elijah Campbell,30,MIA,DB,8,0,0,1,1,100,17,17,17,0,118.7,5,5,12,1,0,0,0,0,0,3,1,25
802,Jamin Davis,27,LVR,LB,1,1,0,2,2,100,38,19,19,0,118.7,9.5,19,19,1,0,0,0,0,0,3,0,0
803,Victor Dimukeje,26,NYG,OLB,5,0,0,2,0,0,0,0,0,39.6,1,0,0,1,1,0,0,0,0,3,1,25,DimuVi00
804,Kristian Fulton,27,KAN,CB,4,0,0,3,3,100,70,23.3,23.3,0,118.7,19.3,58,12,0,0,0,0,0,0,3,0,0
805,Anthony Goodlow,25,ARI,DL,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,GoodAn00,,,,
806,Maxwell Hairston,22,BUF,CB,5,1,2,14,6,42.9,107,17.8,7.6,1,53.9,24.9,101,6,0,0,0,0,0,0,3,2,40
807,Christian Harris,24,HOU,LB,9,0,0,2,1,50,7,7,3.5,0,58.3,10.5,1,6,1,0,0,0,0,0,3,0,0
808,Dane Jackson,29,BUF,CB,2,0,0,2,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,3,0,0,JackDa02
809,Jaylon Johnson,26,CHI,DB,2,2,0,4,2,50,25,12.5,6.3,0,69.8,21,16,9,0,0,0,0,0,0,3,0,0
810,Phidarian Mathis,27,BUF,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,25,MathPh00,,,,
811,Micah McFadden,25,NYG,LB,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,McFaMi01,,,,
812,BJ Ojulari,23,ARI,OLB,2,0,0,1,1,100,17,17,17,0,118.7,5,5,12,1,0,0,0,0,0,3,0,0
813,Aeneas Peebles,24,BAL,DT,6,0,0,2,2,100,17,8.5,8.5,0,102.1,0,0,17,0,0,1,1,0,1,3,0,0
814,Jay Toia,22,DAL,DT,5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,25,ToiaJa00,,,,
815,Keion White,26,SFO,DL,4,0,0,0,0,0,0,0,0,0,0,0,1,0.5,1,3,0,0,WhitKe03,,,,
816,Kyzir White,29,TEN,LB,1,0,0,1,0,0,0,0,0,39.6,5,0,0,0,0,0,0,0,0,3,1,25,WhitKy00
817,Nick Whiteside,25,DET,CB,5,0,0,4,3,75,22,7.3,5.5,1,127.1,9.8,-3,25,0,0,0,0,0,0,3,0,0
818,Marco Wilson,26,CIN,CB,4,0,0,3,2,66.7,21,10.5,7,1,126.4,20.3,13,8,0,0,0,0,0,0,3,1,25
819,Ahkello Witherspoon,30,LAR,CB,2,2,0,2,1,50,4,4,2,0,56.2,10.5,4,0,0,0,0,0,0,0,3,0,0
820,Cornell Armstrong,30,MIA,CB,3,0,0,3,2,66.7,17,8.5,5.7,0,81.2,6.3,11,6,3,0,0,0,0,0,2,0,0
821,C.J. Brewer,28,TAM,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1,2,0,0,BrewCJ00,,,,
822,Storm Duck,25,MIA,CB,2,1,0,4,3,75,51,17,12.8,1,156.2,13.3,44,7,1,0,0,0,0,0,2,0,0
823,Tomon Fox,27,NYG,OLB,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,FoxxTo00,,,,
824,Kevin Givens,28,SFO,DL,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,GiveKe01,,,,
825,Kyle Kennard,24,LAC,OLB,3,0,0,1,1,100,7,7,7,0,95.8,6,6,1,0,0,0,0,0,0,2,0,0
826,DeMarvin Leal,25,PIT,DE,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,LealDe00,,,,
827,Zion Logue,24,BUF,DT,3,0,0,1,0,0,0,0,0,39.6,5,0,0,0,0,0,1,0.5,1,2,0,0,LoguZi00
828,Cameron McGrone,25,IND,LB,4,0,0,2,2,100,28,14,14,0,118.7,-3.5,-7,35,2,0,0,0,0,0,2,2,50
829,Durell Nchami,25,IND,DE,3,0,0,1,1,100,4,4,4,0,83.3,4,4,0,0,2,0,0,0,2,2,0,0
830,Parry Nickerson,31,PHI,CB,5,0,0,2,2,100,14,7,7,0,95.8,-1,-2,16,0,0,0,0,0,0,2,0,0
831,Nikko Reed,22,LAC,CB,4,0,0,6,4,66.7,34,8.5,5.7,0,81.2,9,8,26,0,0,0,0,0,0,2,1,33.3
832,Daniel Scott,27,IND,S,4,0,0,2,1,50,3,3,1.5,0,56.2,11.5,3,0,0,0,0,0,0,0,2,0,0
833,Loren Strickland,25,DET,S,2,0,0,1,1,100,14,14,14,0,118.7,14,14,0,0,0,0,0,0,0,2,0,0
834,Quinton Bell,29,MIA,LB,3,0,0,1,0,0,0,0,0,39.6,6,0,0,0,1,0,0,0,1,1,0,0,BellQu00
835,Taven Bryan,29,BAL,DT,5,0,0,0,0,0,0,0,0,0,0,1,0,0.5,2,1,1,50,BryaTa00,,,,
836,Cobee Bryant,24,ATL,CB,2,0,0,2,2,100,8,4,4,0,83.3,4,8,0,0,0,0,0,0,0,1,0,0
837,Elijah Chatman,25,NYG,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,ChatEl00,,,,
838,Greg Dortch,27,ARI,WR,11,3,0,1,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,1,0,0,DortGr01
839,Jordan Fuller,27,ATL,S,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,FullJo01,,,,
840,Ali Gaye,27,TEN,OLB,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,GayeAl01,,,,
841,Brandon Graham,37,PHI,DE,4,0,0,1,1,100,0,0,0,0,79.2,-3,-3,3,0,0,0,0,0,0,1,1,50
842,Damar Hamlin,27,BUF,S,5,0,0,2,0,0,0,0,0,39.6,8.5,0,0,1,0,0,0,0,0,1,0,0,HamlDa00
843,Tonka Hemingway,24,LVR,DT,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,HemiTo00,,,,
844,D.J. James,24,NWE,CB,1,0,0,1,1,100,11,11,11,0,112.5,11,11,0,0,0,0,0,0,0,1,0,0
845,Eku Leota,26,NOR,LB,3,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,LeotEk00,,,,
846,Mac McWilliams,24,PHI,CB,4,0,0,1,0,0,0,0,0,39.6,8,0,0,0,0,0,0,0,0,1,0,0,McWiMa01
847,Jeremiah Pharms,29,NWE,DT,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,PharJe00,,,,
848,John Ridgeway,26,NOR,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50,RidgJo00,,,,
849,Kendall Sheffield,29,MIA,CB,2,0,0,2,2,100,1,0.5,0.5,0,79.2,-1,-2,3,0,0,0,0,0,0,1,0,0
850,Greedy Vance,24,LVR,CB,1,0,0,2,1,50,15,15,7.5,0,75,22,14,1,0,0,0,0,0,0,1,0,0
851,Jon Weeks,39,SFO,LS,12,0,0,1,1,100,36,36,36,0,118.7,12,12,24,0,0,0,0,0,0,1,0,0
852,Mekhi Wingo,22,DET,DL,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,50,WingMe00,,,,
853,Ugo Amadi,28,NOR,S,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,AmadUg00,,,,
854,Elijah Arroyo,22,SEA,TE,11,3,0,1,0,0,0,0,0,39.6,10,0,0,1,0,0,0,0,0,0,0,ArroEl00,
855,Trey Benson,23,ARI,RB,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,BensTr01,,,,
856,DeAndre Carter,32,CLE,WR,4,0,0,1,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,0,0,CartDe02,
857,Jimmy Ciarlo,24,BUF,LB,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CiarJi00,,,,,
858,Fadil Diggs,24,NOR,DE,4,0,0,1,1,100,11,11,11,0,112.5,5,5,6,0,0,0,0,0,0,0,0,DiggFa00
859,Terrell Edmunds,28,LVR,S,1,0,0,1,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,0,0,EdmuTe00,
860,Alex Forsyth,26,DEN,C,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,ForsAl00,,,,
861,Blake Gillikin,27,ARI,P,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GillBl00,,,,,
862,James Hudson,26,NYG,T,8,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HudsJa00,,,,,
863,Jordan Jefferson,24,SFO,DT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,JeffJo01,,,,
864,Zay Jones,30,ARI,WR,8,0,0,1,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,0,0,JoneZa00,
865,Damontae Kazee,32,CLE,FS,4,0,0,1,1,100,0,0,0,0,79.2,-5,0,0,1,0,0,0,0,0,0,0,KazeDa00
866,Logan Lee,25,PIT,DT,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,LeexLo00,,,,
867,Isaiahh Loudermilk,28,PIT,DT,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,LoudIs00,,,,
868,Dwight McGlothern,23,MIN,CB,8,0,0,1,0,0,0,0,0,39.6,15,0,0,0,0,0,0,0,0,0,0,McGlDw00,
869,Marvin Mims,23,DEN,WR,9,2,0,1,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,0,0,MimsMa00,
870,Kyle Monangai,23,CHI,RB,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,MonaKy00,,,,
871,Jarius Monroe,25,NYJ,DB,1,0,0,1,1,100,0,0,0,0,79.2,0,0,0,0,0,0,0,0,0,0,0,MonrJa00
872,Ogbonnia Okoronkwo,30,PHI,OLB,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,OkorOg00,,,,
873,Josh Palmer,26,BUF,WR,8,5,0,1,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,0,0,PalmJo00,
874,Ricky Pearsall,25,SFO,WR,6,6,0,1,1,100,0,0,0,0,79.2,0,0,0,0,0,0,0,0,0,0,0,PearRi00
875,Jackson Powers-Johnson,22,LVR,C,8,7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,PoweJa00,,,,,
876,Tip Reiman,24,ARI,TE,4,3,0,1,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,0,0,ReimTi00,
877,Patrick Ricard,31,BAL,FB,6,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,RicaPa00,,,,,
878,Raheim Sanders,23,CLE,RB,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,SandRa00,,,,,
879,Brian Thomas,23,JAX,WR,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ThomBr06,,,,,
880,Tommy Townsend,29,HOU,P,11,0,0,1,1,100,0,0,0,0,79.2,0,0,0,0,0,0,0,0,0,0,0,TownTo01
881,Kyren Williams,25,LAR,RB,11,11,0,1,1,100,15,15,15,0,118.7,4,4,11,0,0,0,0,0,0,0,1,100
882,Rejzohn Wright,25,NOR,CB,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,WrigRe00,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
