 Rk,Pass Coverage Player,Pass Coverage Age,Pass Coverage Team,Pass Coverage Pos,Pass Coverage GAME,Pass Coverage GameStart,Pass Coverage Int,Pass Coverage Tgt,Pass Coverage Cmp,Pass Coverage Cmp%,Pass Coverage Yds,Pass Coverage Yds/Cmp,Pass Rush Yds/Tgt,Pass Rush TD,Pass Rush Rat,Pass Rush DADOT,Pass Rush Air,Pass Rush YAC,Tackles Bltz,Tackles Hrry,Tackles QBKD,additional Bats, Sk, Prss, Comb, MTkl, MTkl%,,
584,Matt Henningsen,24,DEN,DE,17,0,0,3,3,100,32,10.7,10.7,1,150.7,-2,-6,38,0,0,1,2,0,1,19,3,13.6,HennMa01,
585,K.J. Henry,24,WAS,DE,10,3,0,1,1,100,6,6,6,0,91.7,-4,-4,10,2,0,0,2,1.5,2,19,1,5,HenrKJ00,
586,Tanoh Kpassagnon,29,NOR,DE,17,0,0,0,0,0,0,0,0,0,4,5,1,3.5,13,19,1,5,KpasTa00,,,,,,
587,LaBryan Ray,26,CAR,DT,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,5,RayxLa02,,,,,,
588,Eli Ricks,22,PHI,CB,16,0,0,32,17,53.1,218,12.8,6.8,1,85.2,11.3,134,84,0,0,0,0,0,0,19,4,17.4,RickEl00,
589,Andre Smith,26,ATL,LB,11,1,0,5,3,60,21,7,4.2,0,69.6,5.2,13,8,2,0,0,0,0,0,19,0,0,SmitAn04,
590,Greg Stroman,27,CHI,DB,7,1,1,16,14,87.5,129,9.2,8.1,0,74.2,5.4,72,57,11,0,0,0,1,1,19,0,0,StroGr00,
591,Josh Tupou,29,CIN,DT,14,1,0,0,0,0,0,0,0,0,0,1,0,0,1,19,1,5,TupoJo00,,,,,,
592,David Long,25,2TM,CB,11,2,0,23,17,73.9,107,6.3,4.7,1,97.6,8.1,76,31,0,0,0,0,0,0,19,1,5,LongDa02,
592,David Long,25,LVR,DB,8,1,0,16,11,68.8,77,7,4.8,1,100.3,8.4,51,26,0,0,0,0,0,0,12,0,0,LongDa02,
592,David Long,25,CAR,CB,3,1,0,7,6,85.7,30,5,4.3,0,84.5,7.3,25,5,0,0,0,0,0,0,7,1,12.5,LongDa02,
593,Grayland Arnold,26,HOU,S,8,0,0,10,9,90,62,6.9,6.2,0,92.5,4.3,26,36,2,0,0,0,0,0,18,2,10,ArnoGr01,
594,Coby Bryant,24,SEA,CB,9,2,0,14,13,92.9,112,8.6,8,0,100,5.4,60,52,7,1,1,0,0,2,18,4,18.2,BryaCo01,
595,Will Harris,28,DET,CB,17,2,1,19,15,78.9,236,15.7,12.4,0,96.5,11.6,162,74,6,1,0,0,0,1,18,3,14.3,HarrWi02,
596,Darnay Holmes,25,NYG,CB,16,0,2,16,12,75,152,12.7,9.5,0,64.6,8.8,82,70,0,0,0,0,0,0,18,1,5.3,HolmDa01,
597,Marte Mapu,24,NWE,LB,17,1,1,15,10,66.7,105,10.5,7,1,81.2,7.7,46,59,5,0,0,0,0,0,18,0,0,MapuMa00,
598,Cameron Mitchell,22,CLE,CB,13,3,0,26,18,69.2,173,9.6,6.7,1,100.3,5.6,94,79,8,0,0,0,1,1,18,6,25,MitcCa01,
599,Nolan Smith,22,PHI,LB,17,0,0,1,1,100,46,46,46,0,118.7,32,32,14,10,1,2,0,1,4,18,2,10,SmitNo02,
600,Broderick Washington Jr.,27,BAL,DT,16,5,0,0,0,0,0,0,0,0,2,3,0,2,7,18,2,10,WashBr01,,,,,,
601,Joshua Williams,24,KAN,CB,16,2,0,29,13,44.8,141,10.8,4.9,2,82.7,12.3,98,43,1,0,0,0,0,0,18,1,5.3,WillJo03,
602,Cameron Young,23,SEA,DT,16,1,0,0,0,0,0,0,0,0,1,1,1,0,2,18,3,14.3,YounCa00,,,,,,
603,Kentavius Street,27,2TM,DL,13,6,0,0,0,0,0,0,0,0,0,0,1,1,1,18,1,5.3,StreKe00,,,,,,
603,Kentavius Street,27,PHI,DT,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,20,StreKe00,,,,,,
603,Kentavius Street,27,ATL,DL,5,5,0,0,0,0,0,0,0,0,0,0,1,1,1,14,0,0,StreKe00,,,,,,
604,Matthew Adams,28,CLE,LB,17,1,0,2,1,50,4,4,2,0,56.2,2,4,0,7,0,0,0,0,0,17,3,15,AdamMa00,
605,Akeem Davis-Gaither,26,CIN,LB,13,1,0,8,8,100,41,5.1,5.1,1,127.6,2,16,25,4,0,0,0,0,0,17,1,5.6,DaviAk01,
606,Troy Dye,27,MIN,LB,15,2,0,6,5,83.3,42,8.4,7,0,95.8,2.7,11,31,14,0,1,0,1,2,17,1,5.6,DyexTr00,
607,C.J. Gardner-Johnson,26,DET,DB,3,2,1,8,5,62.5,81,16.2,10.1,0,56.8,15,67,14,5,2,0,0,0,2,17,2,10.5,GardCh00,
608,Christian Gonzalez,21,NWE,CB,4,4,1,32,22,68.8,225,10.2,7,1,86.1,9.8,147,78,3,1,0,0,1,2,17,3,15,GonzCh00,
609,Da'Shawn Hand,28,MIA,DT,16,0,0,1,0,0,0,0,0,39.6,-4,0,0,0,2,2,2,1,5,17,1,5.6,HandDa00,,
610,Josh Hayes,24,TAM,DB,15,0,0,2,1,50,6,6,3,0,56.2,8.5,4,2,0,0,0,0,0,0,17,0,0,HayeJo01,
611,Myles Jack,28,PIT,LB,3,1,0,11,8,72.7,93,11.6,8.5,0,97.9,5.4,54,39,5,0,1,0,1,2,17,2,10.5,JackMy00,
612,Antonio Johnson,22,JAX,S,13,3,2,15,11,73.3,90,8.2,6,0,48.6,7.9,54,36,7,0,0,0,1,1,17,2,10.5,JohnAn07,
613,Danny Johnson,28,WAS,CB,13,0,0,22,16,72.7,217,13.6,9.9,3,143.4,7.1,68,149,5,1,0,0,0,1,17,4,19,JohnDa09,
614,Cam Jones,24,KAN,LB,17,1,0,7,6,85.7,53,8.8,7.6,0,98.2,2.9,19,34,7,1,0,0,0,1,17,3,15,JoneCa04,
615,Adrian Phillips,31,NWE,DE,17,1,0,4,4,100,52,13,13,0,118.7,8.3,33,19,7,0,0,0,0,0,17,2,10.5,PhilAd00,
616,Jon Rhattigan,24,SEA,LB,17,0,0,2,2,100,21,10.5,10.5,0,110.4,4,8,13,0,0,0,0,0,0,17,1,5.6,RhatJo00,
617,Jammie Robinson,22,CAR,S,15,2,0,5,4,80,35,8.8,7,0,95.8,2,10,25,1,0,0,0,0,0,17,2,10.5,RobiJa03,
618,Colby Wooden,23,GNB,DL,17,0,0,1,0,0,0,0,0,39.6,-1,0,0,0,3,1,0,0.5,5,17,1,5.6,WoodCo01,,
619,Justin Hollins,27,2TM,LB,11,0,0,2,2,100,18,9,9,0,104.2,3,6,12,11,2,0,0,1,3,17,2,10.5,HollJu00,
619,Justin Hollins,27,GNB,LB,4,0,0,0,0,0,0,0,0,6,1,0,0,0,1,9,0,0,HollJu00,,,,,,
619,Justin Hollins,27,LAC,OLB,7,0,0,2,2,100,18,9,9,0,104.2,3,6,12,5,1,0,0,1,2,8,2,20,HollJu00,
620,Neville Gallimore,26,DAL,DT,17,0,0,0,0,0,0,0,0,0,1,1,1,1,3,16,1,5.9,GallNe00,,,,,,
621,Brandon Graham,35,PHI,DE,17,0,0,1,0,0,0,0,0,39.6,-7,0,0,3,5,2,1,3,11,16,1,5.9,GrahBr99,,
622,Marquis Haynes,30,CAR,OLB,7,1,0,1,1,100,20,20,20,0,118.7,2,2,18,0,0,1,0,1,2,16,1,5.9,HaynMa01,
623,Daiyan Henley,24,LAC,LB,15,0,0,7,5,71.4,20,4,2.9,0,74.1,-0.6,-8,28,3,0,0,0,0,0,16,0,0,HenlDa00,
624,DJ Johnson,25,CAR,OLB,13,3,0,2,1,50,14,14,7,0,72.9,-4,0,14,12,1,0,1,0,1,16,3,15.8,JohnDJ00,
625,DaQuan Jones,32,BUF,DT,7,7,0,0,0,0,0,0,0,0,4,2,0,2.5,9,16,3,15.8,JoneDa04,,,,,,
626,Isaiahh Loudermilk,26,PIT,DT,16,0,0,1,1,100,11,11,11,0,112.5,-4,-4,15,1,3,1,1,0,4,16,0,0,LoudIs00,
627,Larrell Murchison,26,LAR,DT,15,3,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,MurcLa00,,,,,,
628,Uchenna Nwosu,27,SEA,LB,6,6,0,0,0,0,0,0,0,9,2,4,0,2,8,16,2,11.1,NwosUc00,,,,,,
629,Azeez Ojulari,23,NYG,OLB,11,7,0,4,4,100,39,9.8,9.8,0,107.3,1.5,6,33,64,8,5,0,2.5,16,16,3,15.8,OjulAz00,
630,Amari Burney,23,LVR,LB,7,1,0,4,4,100,34,8.5,8.5,0,102.1,3,12,22,5,0,0,0,0,0,15,2,11.8,BurnAm00,
631,Elijah Campbell,28,MIA,DB,15,1,0,9,5,55.6,85,17,9.4,0,87.7,18.9,68,17,0,0,0,0,0,0,15,1,6.3,CampEl00,
632,Matt Dickerson,28,KAN,DT,12,0,0,2,2,100,8,4,4,0,83.3,-6,-12,20,0,0,0,0,0,0,15,0,0,DickMa00,
633,Justin Evans,28,PHI,S,4,4,0,14,7,50,91,13,6.5,2,110.4,12.1,61,30,0,0,0,0,0,0,15,0,0,EvanJu00,
634,Dallis Flowers,26,IND,CB,4,4,0,20,12,60,123,10.3,6.2,1,94.4,10.6,99,24,0,0,0,0,0,0,15,3,16.7,FlowDa00,
635,Morgan Fox,29,LAC,DL,17,4,0,2,1,50,12,12,6,0,68.7,-4,-3,15,2,6,4,0,5.5,16,15,2,11.8,FoxxMo00,
636,Rasheem Green,26,CHI,DL,17,0,0,1,1,100,15,15,15,0,118.7,3,3,12,1,6,0,0,2,8,15,1,6.3,GreeRa01,
637,Eric Johnson,25,IND,DT,14,0,0,0,0,0,0,0,0,0,0,1,0,1,3,15,1,6.3,JohnEr01,,,,,,
638,DeMarvin Leal,23,PIT,DE,12,4,0,0,0,0,0,0,0,0,0,1,1,1,2,15,1,6.3,LealDe00,,,,,,
639,Scott Matlock,23,LAC,DL,12,0,0,1,1,100,7,7,7,0,95.8,-3,-3,10,0,1,0,0,0,1,15,1,6.3,MatlSc00,
640,Chad Muma,24,JAX,LB,17,2,0,6,5,83.3,59,11.8,9.8,0,107.6,6,17,42,10,0,0,1,0,0,15,2,11.8,MumaCh00,
641,Jordan Phillips,31,BUF,DT,14,9,0,1,1,100,34,34,34,0,118.7,-5,-5,39,0,1,3,4,2.5,7,15,4,21.1,PhilJo01,
642,Nephi Sewell,25,NOR,LB,16,0,0,3,2,66.7,0,0,0,0,70.1,1.7,-5,5,3,0,0,0,0,0,15,0,0,SeweNe00,
643,Khyiris Tonga,27,MIN,DL,14,2,0,0,0,0,0,0,0,0,1,2,0,0,3,15,1,6.3,TongKh00,,,,,,
644,Joshua Uche,25,NWE,LB,15,2,0,2,2,100,42,21,21,0,118.7,0.5,1,41,19,9,3,0,3,15,15,0,0,UcheJo00,
645,Armon Watts,27,PIT,DT,15,0,0,0,0,0,0,0,0,0,4,2,0,0.5,7,15,2,11.8,WattAr01,,,,,,
646,Felix Anudike-Uzomah,21,KAN,DE,17,0,0,1,1,100,10,10,10,0,108.3,10,10,0,1,2,6,0,0.5,9,14,1,6.7,AnudFe00,
647,Nick Bellore,34,SEA,LB,16,0,0,1,0,0,0,0,0,39.6,1,0,0,0,0,0,0,0,0,14,0,0,PB,BellNi01,
648,Dicaprio Bootle,26,CAR,CB,8,2,0,18,13,72.2,114,8.8,6.3,0,88.7,8.8,74,40,1,0,0,0,0,0,14,3,17.6,BootDi00,
649,Kaiir Elam,22,BUF,CB,3,2,0,14,10,71.4,135,13.5,9.6,0,101.8,13.9,120,15,2,0,0,0,0,0,14,1,6.7,ElamKa00,
650,Dean Lowry,29,MIN,DL,9,4,0,2,2,100,17,8.5,8.5,0,102.1,-1.5,-3,20,1,1,0,1,0,1,14,1,6.7,LowrDe00,
651,Will McDonald,24,NYJ,DL,15,0,0,0,0,0,0,0,0,0,1,2,0,3,7,14,1,6.7,McDoWi00,,,,,,
652,Tim Settle,26,BUF,DT,17,2,0,1,1,100,-2,-2,-2,0,79.2,-7,-7,5,0,1,1,0,1,3,14,4,22.2,SettTi00,
653,Jaylinn Hawkins,26,2TM,S,16,3,0,6,3,50,35,11.7,5.8,0,68.1,11.3,26,9,0,0,0,0,0,0,14,1,6.7,HawkJa00,
653,Jaylinn Hawkins,26,ATL,S,6,0,0,2,1,50,14,14,7,0,72.9,17,14,0,0,0,0,0,0,0,3,0,0,HawkJa00,
653,Jaylinn Hawkins,26,LAC,S,10,3,0,4,2,50,21,10.5,5.3,0,65.6,8.5,12,9,0,0,0,0,0,0,11,1,8.3,HawkJa00,
654,Angelo Blackson,31,JAX,DT,11,0,0,1,1,100,11,11,11,0,112.5,-5,-5,16,0,1,0,0,0,1,13,1,7.1,BlacAn00,
655,K'Lavon Chaisson,24,JAX,OLB,17,0,0,2,2,100,18,9,9,0,104.2,-2,-4,22,19,2,6,0,2,10,13,0,0,ChaiKL00,
656,D.J. Davidson,24,NYG,DL,15,2,0,0,0,0,0,0,0,0,0,0,3,0.5,1,13,0,0,DaviDJ00,,,,,,
657,SirVocea Dennis,23,TAM,LB,13,0,0,6,4,66.7,65,16.3,10.8,0,102.8,2.8,18,47,1,0,0,0,0,0,13,1,7.1,DennSi00,
658,Dante Fowler,29,DAL,DE,17,0,0,1,1,100,6,6,6,0,91.7,5,5,1,1,5,2,2,4,12,13,0,0,FowlDa00,
659,Charles Harris,28,DET,DL,13,3,0,1,1,100,21,21,21,0,118.7,10,10,11,4,9,3,0,1.5,14,13,1,7.1,HarrCh03,
660,Dylan Horton,23,HOU,DE,10,0,0,2,2,100,1,0.5,0.5,0,79.2,-2,-4,5,0,0,2,0,0,2,13,1,7.1,HortDy00,
661,Matt Judon,31,NWE,LB,4,2,0,2,2,100,9,4.5,4.5,0,85.4,3.5,7,2,9,2,5,0,4,11,13,1,7.1,JudoMa00,
662,Shaq Lawson,29,BUF,DE,16,1,0,3,3,100,39,13,13,0,118.7,1.3,4,35,0,3,6,0,1,10,13,2,13.3,LawsSh00,
663,LaCale London,26,ATL,DL,7,0,0,1,1,100,8,8,8,0,100,-3,-3,11,0,0,0,0,0,0,13,1,7.1,LondLa00,
664,Eric Murray,29,HOU,S,6,4,0,4,2,50,48,24,12,1,133.3,22.8,38,10,1,0,0,0,0,0,13,3,18.8,MurrEr00,
665,Siran Neal,29,BUF,CB,17,0,0,7,4,57.1,50,12.5,7.1,0,79.5,5.1,34,16,3,0,0,0,0,0,13,0,0,NealSi00,
666,Ronnie Perkins,24,DEN,OLB,7,0,0,4,3,75,15,5,3.8,0,80.2,-0.8,-3,18,2,1,1,0,0,2,13,2,13.3,PerkRo00,
667,Logan Ryan,32,SFO,S,5,2,0,3,2,66.7,15,7.5,5,0,78.5,5,7,8,0,0,0,0,0,0,13,0,0,RyanLo00,
668,Trenton Simpson,22,BAL,LB,15,0,0,1,1,100,0,0,0,0,79.2,0,0,0,5,0,0,0,1,1,13,0,0,SimpTr00,
669,Mazi Smith,22,DAL,DT,17,3,0,0,0,0,0,0,0,1,0,2,0,1,3,13,2,13.3,SmitMa06,,,,,,
670,Tre'Vius Tomlinson,23,LAR,DB,15,0,0,6,5,83.3,78,15.6,13,1,158.3,17.3,75,3,0,0,0,0,0,0,13,0,0,HodgTr00,
671,Ben VanSumeren,23,PHI,LB,9,1,0,2,2,100,3,1.5,1.5,0,79.2,-1.5,-3,6,0,0,0,0,0,0,13,1,7.1,VanSBe00,
672,Rock Ya-Sin,27,BAL,CB,14,1,0,21,11,52.4,177,16.1,8.4,2,112.6,14,105,72,0,0,0,0,0,0,13,0,0,Ya-SRo00,
673,Ugo Amadi,26,NOR,S,17,0,0,12,5,41.7,81,16.2,6.8,0,64.9,4.9,32,49,3,0,0,0,0,0,12,1,7.7,AmadUg00,
674,Isaiah Buggs,27,DET,DT,10,3,0,2,2,100,4,2,2,0,79.2,-0.5,-1,5,0,0,0,1,1,1,12,3,20,BuggIs00,
675,Cam Gill,26,TAM,OLB,15,0,0,1,1,100,19,19,19,0,118.7,-7,-7,26,3,1,0,0,1,2,12,0,0,GillCa00,
676,DaVon Hamilton,26,JAX,DT,8,2,0,1,1,100,21,21,21,0,118.7,-8,-8,29,0,0,0,0,0,0,12,2,14.3,HamiDa02,
677,Jake Hansen,25,HOU,LB,14,0,0,6,6,100,58,9.7,9.7,0,106.9,2.8,17,41,6,1,0,0,0,1,12,2,14.3,HansJa01,
678,D'Marco Jackson,25,NOR,LB,17,0,0,1,1,100,5,5,5,0,87.5,-2,-2,7,1,0,0,0,0,0,12,0,0,JackDM00,
679,Linval Joseph,35,BUF,DT,7,0,0,0,0,0,0,0,0,0,0,1,0,1,2,12,1,7.7,JoseLi99,,,,,,
680,Tyler Lacy,24,JAX,DE,15,0,0,0,0,0,0,0,0,0,0,3,1,0,3,12,0,0,LacyTy00,,,,,,
681,Avonte Maddox,27,PHI,CB,4,2,0,18,15,83.3,202,13.5,11.2,0,113.4,6.5,92,110,0,0,0,0,0,0,12,1,7.7,MaddAv00,
682,Jeremiah Moon,25,BAL,LB,8,1,0,1,1,100,2,2,2,0,79.2,2,2,0,4,0,0,0,0,0,12,0,0,MoonJe00,
683,George Odum,30,SFO,S,11,0,0,2,2,100,20,10,10,0,108.3,8,16,4,0,0,0,0,0,0,12,0,0,OdumGe00,
684,Elijah Riley,25,PIT,S,13,0,0,5,4,80,64,16,12.8,0,118.7,10.4,39,25,3,1,0,0,1,2,12,3,20,RileEl01,
685,Dominique Robinson,25,CHI,DL,11,0,0,4,3,75,10,3.3,2.5,0,77.1,-2.5,-11,21,1,2,0,1,0.5,3,12,1,7.7,RobiDo00,
686,Tre'Davious White,28,BUF,CB,4,4,1,18,9,50,56,6.2,3.1,2,70.6,4.4,33,23,1,0,1,0,0,1,12,2,14.3,WhitTr01,
687,Daryl Worley,28,BAL,CB,12,2,0,7,2,28.6,15,7.5,2.1,0,39.6,11.4,9,6,0,0,0,0,0,0,12,0,0,WorlDa00,
688,Boogie Basham,26,NYG,OLB,13,0,0,2,1,50,9,9,4.5,0,62.5,0.5,2,7,12,0,0,0,0,0,11,1,8.3,BashCa00,
689,Alex Cook,24,CAR,S,10,2,0,2,0,0,0,0,0,39.6,35.5,0,0,1,0,0,0,0,0,11,2,15.4,CookAl00,,
690,Khalil Dorsey,25,DET,CB,13,2,0,8,4,50,66,16.5,8.3,1,117.7,14,56,10,1,0,0,0,0,0,11,0,0,DorsKh00,
691,Brandin Echols,26,NYJ,CB,14,1,1,14,11,78.6,75,6.8,5.4,1,83,5.2,35,40,1,0,0,0,0,0,11,3,21.4,EchoBr00,
692,Gregory Junior,24,JAX,CB,9,0,0,9,7,77.8,49,7,5.4,0,89.4,3.9,32,17,3,1,0,1,0,1,11,2,15.4,JuniGr00,
693,Jesse Luketa,24,ARI,OLB,14,1,0,1,1,100,1,1,1,1,118.7,1,1,0,10,1,1,0,0,2,11,1,8.3,LukeJe00,
694,Owen Pappoe,23,ARI,LB,16,1,0,6,5,83.3,37,7.4,6.2,0,92.4,2.2,19,18,10,0,1,1,0,1,11,1,8.3,PappOw00,
695,Jerrick Reed,23,SEA,S,10,0,0,2,1,50,7,7,3.5,0,58.3,7.5,7,0,0,0,0,0,0,0,11,0,0,ReedJe00,
696,Jay Tufele,24,CIN,DT,10,0,0,1,1,100,28,28,28,0,118.7,0,0,28,0,0,1,0,0,1,11,0,0,TufeJa00,
697,Ar'Darius Washington,24,BAL,S,2,1,0,17,12,70.6,87,7.3,5.1,1,101.8,3.4,26,61,2,0,1,0,1,2,11,2,15.4,WashAr00,
698,Kindle Vildor,26,2TM,CB,7,2,0,20,11,55,161,14.6,8.1,2,114.8,13.7,100,61,2,0,1,0,0,1,11,0,0,VildKi00,
698,Kindle Vildor,26,TEN,CB,2,0,0,1,1,100,7,7,7,0,95.8,7,7,0,0,0,0,0,0,0,1,0,0,VildKi00,
698,Kindle Vildor,26,DET,CB,5,2,0,19,10,52.6,154,15.4,8.1,2,114.8,14.1,93,61,2,0,1,0,0,1,10,0,0,VildKi00,
699,Markus Bailey,26,CIN,LB,17,0,0,1,1,100,22,22,22,0,118.7,21,21,1,1,0,0,0,0,0,10,0,0,BailMa01,
700,Tony Brown,28,IND,CB,12,1,1,7,6,85.7,180,30,25.7,1,118.7,18,125,55,0,0,0,0,0,0,10,3,23.1,BrowTo01,
701,Marlon Davidson,25,TEN,DL,5,3,0,1,0,0,0,0,0,39.6,-5,0,0,0,1,0,0,1,2,10,0,0,DaviMa01,,
702,Malik Herring,26,KAN,DE,7,1,0,2,1,50,8,8,4,0,60.4,3.5,4,4,0,1,1,1,1.5,4,10,0,0,HerrMa02,
703,Ka'dar Hollman,29,HOU,CB,17,1,0,6,3,50,41,13.7,6.8,0,72.2,10.8,32,9,2,0,0,0,0,0,10,0,0,HollKa00,
704,Jake Hummel,24,LAR,LB,17,0,0,5,5,100,27,5.4,5.4,0,89.2,3.6,18,9,0,0,0,0,0,0,10,1,9.1,HummJa00,
705,D'Shawn Jamison,24,CAR,CB,15,1,0,8,6,75,107,17.8,13.4,1,156.2,13.9,90,17,2,0,0,0,0,0,10,1,9.1,JamiDS00,
706,Joseph Ossai,23,CIN,DE,14,0,0,1,0,0,0,0,0,39.6,6,0,0,2,0,6,1,1,7,10,1,9.1,OssaJo00,,
707,Isaac Rochell,28,LVR,DE,8,1,0,3,2,66.7,12,6,4,0,74.3,-1,-1,13,0,0,0,0,0,0,10,1,9.1,RochIs00,
708,J.J. Russell,25,TAM,LB,8,1,0,1,1,100,9,9,9,0,104.2,1,1,8,2,0,0,0,1,1,10,1,9.1,RussJJ00,
709,Dawuane Smoot,28,JAX,OLB,12,0,0,0,0,0,0,0,0,4,1,2,0,1,4,10,1,9.1,SmooDa00,,,,,,
710,DJ Turner,26,LVR,WR,10,0,0,1,1,100,7,7,7,0,95.8,-1,-1,8,0,0,0,0,0,0,10,0,0,TurnDJ00,
711,Dee Winters,23,SFO,LB,15,0,0,12,8,66.7,82,10.3,6.8,0,86.1,5.8,38,44,1,0,0,0,0,0,10,0,0,WintDe00,
712,Alex Austin,22,NWE,CB,5,1,1,16,5,31.3,21,4.2,1.3,1,35.4,12.1,9,12,0,0,0,0,0,0,9,1,10,AustAl00,
713,Carter Coughlin,26,NYG,LB,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,9,0,0,CougCa00,,,,,,
714,Rashaan Evans,28,DAL,LB,9,1,0,2,0,0,0,0,0,39.6,9.5,0,0,2,0,0,0,0,0,9,0,0,EvanRa01,,
715,Matthias Farley,31,CAR,S,5,1,0,3,2,66.7,19,9.5,6.3,0,84,5.3,5,14,0,0,0,0,0,0,9,3,25,FarlMa00,
716,Poona Ford,28,BUF,DT,8,0,0,0,0,0,0,0,0,0,2,2,0,1,5,9,1,10,FordPo00,,,,,,
717,Isaiah Foskey,23,NOR,DE,10,0,0,1,0,0,0,0,0,39.6,-2,0,0,1,0,0,1,0,0,9,0,0,FoskIs00,,
718,Justin Houston,34,CAR,ROLB,7,7,0,4,3,75,-7,-2.3,-1.8,0,77.1,-4.5,-18,11,13,2,2,1,0.5,5,9,2,18.2,HousJu00,
719,Desjuan Johnson,24,LAR,DE,11,0,0,0,0,0,0,0,0,0,1,0,0,2,3,9,1,10,JohnDe08,,,,,,
720,Lonnie Johnson Jr.,28,NOR,CB,12,0,1,6,3,50,78,26,13,3,95.8,19.8,69,9,1,0,0,0,0,0,9,1,10,JohnLo01,
721,Anthony Kendall,24,TEN,CB,16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,0,KendAn00,,,,,,
722,Jordan Kunaszyk,27,CLE,LB,5,0,0,3,3,100,38,12.7,12.7,1,158.3,8.3,25,13,3,0,0,0,0,0,9,2,18.2,KunaJo00,
723,Romeo Okwara,28,DET,DL,16,0,0,0,0,0,0,0,0,0,2,3,2,2,7,9,2,18.2,OkwaRo01,,,,,,
724,Zach VanValkenburg,25,LAR,OLB,9,0,0,2,1,50,11,11,5.5,0,66.7,3.5,-1,12,3,0,1,0,1,2,9,1,10,VanVZa00,
725,Abdullah Anderson,27,WAS,DL,7,0,0,1,1,100,-2,-2,-2,0,79.2,-3,-3,1,0,0,0,0,0.5,1,8,0,0,AndeAb00,
726,Josh Blackwell,24,CHI,DB,10,0,0,2,2,100,24,12,12,0,116.7,1,2,22,1,0,0,0,0,0,8,0,0,BlacJo00,
727,Andrew Booth,23,MIN,CB,17,1,0,10,7,70,84,12,8.4,0,95.4,9.6,60,24,0,0,0,0,0,0,8,0,0,BootAn00,
728,Sheldon Day,29,MIN,DL,6,1,0,0,0,0,0,0,0,1,1,0,0,0,1,8,1,11.1,DayxSh00,,,,,,
729,Mohamoud Diabate,22,CLE,LB,16,1,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,DiabMo00,,,,,,
730,Kahlef Hailassie,23,CLE,CB,9,1,0,9,5,55.6,99,19.8,11,2,133.8,10,43,56,0,0,0,0,0,0,8,2,20,HailKa00,
731,Christian Holmes,26,WAS,CB,13,0,0,2,1,50,6,6,3,0,56.2,5.5,-1,7,0,0,0,0,0,0,8,0,0,HolmCh00,
732,Phil Hoskins,26,ARI,DT,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,HoskPh00,,,,,,
733,Naquan Jones,25,TEN,DT,8,1,0,1,0,0,0,0,0,39.6,-2,0,0,0,0,0,0,0,0,8,0,0,JoneNa01,,
734,Phidarian Mathis,25,WAS,DT,10,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,MathPh00,,,,,,
735,Ross Matiscik,27,JAX,LS,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,PBAP-1,MatiRo00,,,,,
736,TK McLendon,23,TEN,DE,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,20,McLeTK00,,,,,,
737,James Pierre,27,PIT,CB,16,0,0,2,2,100,18,9,9,1,143.7,6.5,13,5,0,0,0,0,0,0,8,0,0,PierJa01,
738,Jordon Riley,25,NYG,DL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,27.3,RileJo00,,,,,,
739,Janarius Robinson,24,LVR,DE,6,2,0,0,0,0,0,0,0,0,0,1,0,1,2,8,1,11.1,RobiJa04,,,,,,
740,D'Angelo Ross,27,HOU,CB,13,0,0,1,1,100,75,75,75,1,158.3,43,43,32,0,0,0,0,0,0,8,0,0,RossDA03,
741,Jaquelin Roy,23,MIN,DL,12,1,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,RoyxJa00,,,,,,
742,Duke Shelley,27,LAR,DB,11,0,0,11,6,54.5,59,9.8,5.4,0,69.9,7.7,47,12,0,0,0,0,0,0,8,0,0,ShelDu00,
743,Ben Stille,26,ARI,DL,5,0,0,0,0,0,0,0,0,0,2,0,0,1,3,8,0,0,StilBe00,,,,,,
744,Pierre Strong,25,CLE,RB,17,1,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,StroPi00,,,,,,
745,Chazz Surratt,26,NYJ,LB,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,SurrCh00,,,,,,
746,Shaq Thompson,29,CAR,LB,2,2,0,5,4,80,32,8,6.4,0,93.3,3.6,12,20,3,1,0,0,0,1,8,2,20,ThomSh01,
747,Jay Ward,23,MIN,S,17,0,0,2,2,100,26,13,13,1,158.3,1,2,24,2,0,0,0,0,0,8,2,20,WardJa00,
748,Chandler Wooten,24,CAR,LB,8,0,0,4,2,50,17,8.5,4.3,0,61.5,2.8,0,17,2,0,0,0,0,0,8,0,0,WootCh00,
